unit_code,unit_name,storm_id,pcpout_mm_v1_2,rain_geotiff_mm_v1_6,diff_mm,rel_diff_pct
AG04,Saint John's,sample_0044,81.32,92.49,11.17,13.73
AG04,Saint John's,sample_0045,133.85,137.64,3.79,2.83
AG04,Saint John's,sample_0046,0.0,0.45,0.45,
AG04,Saint John's,sample_0047,95.1,104.86,9.76,10.26
AG04,Saint John's,sample_0048,102.7,104.39,1.69,1.65
AG04,Saint John's,sample_0049,129.86,140.41,10.56,8.13
AG04,Saint John's,sample_0050,132.02,141.14,9.12,6.91
AG04,Saint John's,sample_0051,77.01,81.31,4.3,5.58
AG04,Saint John's,sample_0052,119.97,130.81,10.84,9.04
AG04,Saint John's,sample_0053,183.35,190.18,6.83,3.72
AG04,Saint John's,sample_0054,150.05,155.19,5.14,3.42
AG04,Saint John's,sample_0055,128.31,135.94,7.63,5.94
AG04,Saint John's,sample_0056,113.75,119.74,5.98,5.26
AG04,Saint John's,sample_0057,117.85,122.67,4.81,4.08
AG04,Saint John's,sample_0058,132.79,138.02,5.23,3.94
AG04,Saint John's,sample_0059,141.84,150.96,9.12,6.43
AG04,Saint John's,sample_0060,111.6,117.1,5.5,4.93
AG04,Saint John's,sample_0061,152.67,157.12,4.45,2.91
AG04,Saint John's,sample_0062,116.24,123.91,7.67,6.6
AG04,Saint John's,sample_0063,131.79,136.99,5.2,3.95
AG04,Saint John's,sample_0064,4.61,7.07,2.46,53.26
AG04,Saint John's,sample_0065,122.26,132.9,10.64,8.71
AG04,Saint John's,sample_0066,152.86,159.22,6.36,4.16
AG04,Saint John's,sample_0067,201.63,202.49,0.85,0.42
AG04,Saint John's,sample_0068,122.91,127.06,4.16,3.38
AG04,Saint John's,sample_0069,146.42,148.37,1.94,1.33
AG04,Saint John's,sample_0070,138.74,145.07,6.33,4.56
AG04,Saint John's,sample_0071,198.17,196.32,-1.85,-0.93
AG04,Saint John's,sample_0072,1.34,2.29,0.95,71.28
AG04,Saint John's,sample_0073,207.1,216.39,9.29,4.49
AG04,Saint John's,sample_0074,172.67,176.76,4.09,2.37
AG04,Saint John's,sample_0075,223.6,237.04,13.44,6.01
AG04,Saint John's,sample_0076,262.54,271.89,9.35,3.56
AG04,Saint John's,sample_0077,248.8,250.38,1.58,0.64
AG04,Saint John's,sample_0078,288.36,290.13,1.77,0.62
AG04,Saint John's,sample_0079,212.79,218.36,5.57,2.62
AG04,Saint John's,sample_0080,224.85,228.68,3.83,1.7
AG04,Saint John's,sample_0081,150.77,150.64,-0.12,-0.08
AG04,Saint John's,sample_0082,264.3,267.06,2.76,1.04
AG04,Saint John's,sample_0083,191.96,197.55,5.59,2.91
AG04,Saint John's,sample_0084,264.29,265.27,0.99,0.37
AG04,Saint John's,sample_0085,284.41,293.22,8.82,3.1
AG04,Saint John's,sample_0086,192.81,203.64,10.83,5.62
AG04,Saint John's,sample_0087,240.53,244.34,3.81,1.58
AG04,Saint John's,sample_0088,250.59,261.02,10.43,4.16
AG04,Saint John's,sample_0089,251.57,256.4,4.84,1.92
AG04,Saint John's,sample_0090,230.41,232.28,1.87,0.81
AG04,Saint John's,sample_0091,272.91,279.92,7.01,2.57
AG04,Saint John's,sample_0092,279.18,286.5,7.32,2.62
AG04,Saint John's,sample_0093,243.45,247.84,4.39,1.8
AG04,Saint John's,sample_0094,128.62,130.83,2.21,1.72
AG04,Saint John's,sample_0095,276.37,281.13,4.76,1.72
AG04,Saint John's,sample_0096,235.86,239.6,3.74,1.59
AG04,Saint John's,sample_0097,199.82,205.65,5.83,2.92
AG04,Saint John's,sample_0098,198.36,202.6,4.24,2.14
AG04,Saint John's,sample_0099,227.68,232.33,4.65,2.04
AG04,Saint John's,sample_0100,214.98,220.55,5.57,2.59
AG04,Saint John's,sample_0101,208.36,216.39,8.03,3.85
AG04,Saint John's,sample_0102,316.96,320.48,3.52,1.11
AG04,Saint John's,sample_0103,262.25,270.32,8.07,3.08
AG04,Saint John's,sample_0104,271.49,274.71,3.23,1.19
AG04,Saint John's,sample_0105,0.1,1.42,1.33,1386.31
AG04,Saint John's,sample_0106,210.6,224.63,14.03,6.66
AG04,Saint John's,sample_0107,294.54,302.89,8.35,2.83
AG04,Saint John's,sample_0108,196.98,197.91,0.92,0.47
AG04,Saint John's,sample_0109,216.58,234.81,18.23,8.42
AG04,Saint John's,sample_0110,222.39,226.1,3.72,1.67
AG04,Saint John's,sample_0111,321.54,319.91,-1.62,-0.51
AG04,Saint John's,sample_0112,255.52,261.58,6.06,2.37
AG04,Saint John's,sample_0113,317.91,326.69,8.78,2.76
AG04,Saint John's,sample_0114,302.85,310.25,7.4,2.44
AG04,Saint John's,sample_0115,374.9,379.73,4.83,1.29
AG04,Saint John's,sample_0116,186.69,191.78,5.09,2.72
AG04,Saint John's,sample_0117,359.76,363.62,3.85,1.07
AG04,Saint John's,sample_0118,268.25,276.64,8.39,3.13
AG04,Saint John's,sample_0119,275.72,286.6,10.88,3.95
AG04,Saint John's,sample_0120,330.96,343.25,12.29,3.71
AG04,Saint John's,sample_0121,300.79,306.6,5.8,1.93
AG04,Saint John's,sample_0122,311.31,314.01,2.71,0.87
AG04,Saint John's,sample_0123,310.32,315.14,4.82,1.55
AG04,Saint John's,sample_0124,319.82,321.27,1.46,0.46
AG04,Saint John's,sample_0125,157.01,161.5,4.49,2.86
AG04,Saint John's,sample_0126,356.39,365.93,9.54,2.68
AG04,Saint John's,sample_0127,301.62,311.65,10.04,3.33
AG04,Saint John's,sample_0128,350.57,356.61,6.03,1.72
AG04,Saint John's,sample_0129,278.72,286.39,7.66,2.75
AG04,Saint John's,sample_0130,377.33,381.33,4.0,1.06
AG04,Saint John's,sample_0131,335.84,341.2,5.36,1.6
AG04,Saint John's,sample_0132,398.54,400.52,1.99,0.5
AG04,Saint John's,sample_0133,308.19,315.88,7.69,2.5
AG04,Saint John's,sample_0134,327.79,332.74,4.95,1.51
AG04,Saint John's,sample_0135,379.96,391.0,11.04,2.91
AG04,Saint John's,sample_0136,260.41,268.47,8.07,3.1
AG04,Saint John's,sample_0137,343.83,353.46,9.64,2.8
AG04,Saint John's,sample_0138,361.61,368.01,6.4,1.77
AG04,Saint John's,sample_0139,346.06,351.25,5.18,1.5
AG04,Saint John's,sample_0140,349.12,354.94,5.82,1.67
AG04,Saint John's,sample_0141,339.26,347.17,7.91,2.33
AG04,Saint John's,sample_0142,379.56,385.22,5.66,1.49
AG04,Saint John's,sample_0143,300.87,307.93,7.06,2.35
AG04,Saint John's,sample_0144,352.88,358.78,5.9,1.67
AG04,Saint John's,sample_0145,371.27,374.43,3.16,0.85
AG04,Saint John's,sample_0146,226.26,226.74,0.48,0.21
AG04,Saint John's,sample_0147,319.39,321.48,2.09,0.65
AG04,Saint John's,sample_0148,239.2,246.2,7.0,2.92
AG04,Saint John's,sample_0149,393.95,393.44,-0.51,-0.13
AG04,Saint John's,sample_0150,281.8,285.63,3.82,1.36
AG04,Saint John's,sample_0151,409.61,415.89,6.28,1.53
AG04,Saint John's,sample_0152,347.46,354.39,6.93,1.99
AG04,Saint John's,sample_0153,582.0,583.63,1.63,0.28
AG04,Saint John's,sample_0154,436.5,444.75,8.25,1.89
AG04,Saint John's,sample_0155,478.34,481.98,3.64,0.76
AG04,Saint John's,sample_0156,314.14,317.77,3.63,1.15
AG04,Saint John's,sample_0157,440.52,443.48,2.95,0.67
AG04,Saint John's,sample_0158,370.05,373.19,3.13,0.85
AG04,Saint John's,sample_0159,224.98,228.74,3.76,1.67
AG04,Saint John's,sample_0160,472.78,475.08,2.3,0.49
AG04,Saint John's,sample_0161,430.6,432.96,2.36,0.55
AG04,Saint John's,sample_0162,452.47,457.71,5.24,1.16
AG04,Saint John's,sample_0163,488.77,485.66,-3.11,-0.64
AG04,Saint John's,sample_0164,380.58,383.64,3.06,0.8
AG04,Saint John's,sample_0165,570.93,572.62,1.69,0.3
AG04,Saint John's,sample_0166,513.34,507.0,-6.34,-1.24
AG04,Saint John's,sample_0167,446.75,448.81,2.07,0.46
AG04,Saint John's,sample_0168,447.66,451.11,3.45,0.77
AG04,Saint John's,sample_0169,379.66,385.02,5.36,1.41
AG04,Saint John's,sample_0170,415.15,419.4,4.25,1.02
AG04,Saint John's,sample_0171,490.82,492.72,1.9,0.39
AG04,Saint John's,sample_0172,575.98,580.78,4.8,0.83
AG04,Saint John's,sample_0173,625.84,633.41,7.57,1.21
AG04,Saint John's,sample_0174,426.56,429.59,3.02,0.71
AG04,Saint John's,sample_0175,450.16,454.73,4.57,1.02
AG04,Saint John's,sample_0176,515.17,517.6,2.43,0.47
AG04,Saint John's,sample_0177,618.92,620.41,1.49,0.24
AG04,Saint John's,sample_0178,686.14,689.83,3.69,0.54
AG04,Saint John's,sample_0179,525.19,529.03,3.84,0.73
AG04,Saint John's,sample_0180,692.46,693.97,1.5,0.22
AG04,Saint John's,sample_0181,541.22,545.72,4.5,0.83
AG04,Saint John's,sample_0182,663.84,667.46,3.62,0.54
AG04,Saint John's,sample_0183,660.94,669.64,8.69,1.32
AG04,Saint John's,sample_0184,486.28,488.57,2.29,0.47
AG04,Saint John's,sample_0185,768.73,778.05,9.33,1.21
AG04,Saint John's,sample_0186,735.21,737.88,2.67,0.36
AG04,Saint John's,sample_0187,603.38,604.36,0.98,0.16
AG04,Saint John's,sample_0188,514.67,521.84,7.17,1.39
AG04,Saint John's,sample_0189,560.45,568.26,7.82,1.39
AG04,Saint John's,sample_0190,560.54,561.35,0.81,0.15
AG04,Saint John's,sample_0191,707.44,710.23,2.79,0.39
AG04,Saint John's,sample_0192,698.77,701.49,2.72,0.39
AG04,Saint John's,sample_0193,830.41,833.19,2.78,0.33
AG04,Saint John's,sample_0194,661.45,663.93,2.48,0.38
AG04,Saint John's,sample_0195,827.22,827.9,0.68,0.08
AG04,Saint John's,sample_0196,964.47,964.9,0.44,0.05
AG04,Saint John's,sample_0197,891.33,891.79,0.46,0.05
AG04,Saint John's,sample_0198,900.12,901.82,1.7,0.19
AG04,Saint John's,sample_0199,1120.53,1119.99,-0.54,-0.05
AG04,Saint John's,sample_0200,1074.55,1072.85,-1.7,-0.16
AG05,Saint Mary,sample_0001,1111.32,1108.58,-2.73,-0.25
AG05,Saint Mary,sample_0002,0.0,0.1,0.1,
AG05,Saint Mary,sample_0003,0.0,0.0,0.0,
AG05,Saint Mary,sample_0004,0.0,0.53,0.53,
AG05,Saint Mary,sample_0005,0.0,0.83,0.83,
AG05,Saint Mary,sample_0006,0.0,0.84,0.84,
AG05,Saint Mary,sample_0007,0.0,2.2,2.2,
AG05,Saint Mary,sample_0008,0.79,2.61,1.81,228.12
AG05,Saint Mary,sample_0009,4.12,7.04,2.92,70.8
AG05,Saint Mary,sample_0010,1.82,4.42,2.6,143.0
AG05,Saint Mary,sample_0011,0.0,0.62,0.62,
AG05,Saint Mary,sample_0012,9.71,14.73,5.02,51.65
AG05,Saint Mary,sample_0013,0.5,4.28,3.78,759.63
AG05,Saint Mary,sample_0014,15.6,18.76,3.16,20.24
AG05,Saint Mary,sample_0015,16.51,18.48,1.96,11.89
AG05,Saint Mary,sample_0016,3.78,5.94,2.16,57.05
AG05,Saint Mary,sample_0017,9.79,12.21,2.43,24.81
